halo, total_mass, baryon_mass, particle_mass, star_mass 
[3674, 145555063.135 Msun, 1482704.66064 Msun, 144072358.475 Msun, 28173]
[3675, 587226995.184 Msun, 343175822.535 Msun, 244051172.649 Msun, 0]
[3676, 109300355.36 Msun, 889037.67148 Msun, 108411317.689 Msun, 0]
[3677, 104435178.563 Msun, 57770.3690353 Msun, 104377408.194 Msun, 0]
[3678, 2379172989.24 Msun, 61593458.6151 Msun, 2317579530.62 Msun, 254232740]
[3679, 1944443371.82 Msun, 7365011.43972 Msun, 1937078360.38 Msun, 2819140]
[3680, 106724849.036 Msun, 162406.532798 Msun, 106562442.504 Msun, 0]
[3681, 1053416369.99 Msun, 8087479.22677 Msun, 1045328890.76 Msun, 550467]
[3682, 954660333.704 Msun, 52096602.3565 Msun, 902563731.348 Msun, 1657262]
[3683, 95734080.8858 Msun, 860616.79126 Msun, 94873464.0945 Msun, 76589]
[3684, 103562389.102 Msun, 25378.7195646 Msun, 103537010.382 Msun, 0]
[3685, 1018790175.57 Msun, 46867616.3046 Msun, 971922559.268 Msun, 5633401]
[3686, 1140718343.25 Msun, 79660806.6743 Msun, 1061057536.57 Msun, 476362]
[3687, 108061440.761 Msun, 154361.759338 Msun, 107907079.002 Msun, 0]
[3688, 104489123.129 Msun, 784033.184926 Msun, 103705089.944 Msun, 0]
[3689, 1975294558.9 Msun, 90382393.5318 Msun, 1884912165.37 Msun, 236031]
[3690, 163879490.24 Msun, 12944043.2871 Msun, 150935446.953 Msun, 0]
[3691, 577266842.417 Msun, 7169321.55218 Msun, 570097520.865 Msun, 479352]
[3692, 104466779.345 Msun, 761689.400871 Msun, 103705089.944 Msun, 0]
[3693, 1152029490.74 Msun, 14596476.8499 Msun, 1137433013.89 Msun, 374772]
[3694, 761806512.116 Msun, 61879615.0945 Msun, 699926897.021 Msun, 43599]
[3695, 1693823827.09 Msun, 1175972262.6 Msun, 517851564.489 Msun, 0]
[3696, 573107111.544 Msun, 42441290.2592 Msun, 530665821.285 Msun, 38716]
[3697, 105514750.748 Msun, 1305422.11673 Msun, 104209328.631 Msun, 0]
[3698, 3549388692.81 Msun, 50116821.7489 Msun, 3499271871.06 Msun, 24732565]
[3699, 166231509.77 Msun, 1345459.14554 Msun, 164886050.625 Msun, 0]
[3700, 257488419.892 Msun, 7022308.85617 Msun, 250466111.036 Msun, 27606]
[3701, 118353390.14 Msun, 25378.2746992 Msun, 118328011.865 Msun, 0]
[3702, 774523558.671 Msun, 24415692.0938 Msun, 750107866.577 Msun, 137028]
[3703, 104876920.455 Msun, 1171830.51043 Msun, 103705089.944 Msun, 0]
[3704, 1355450784.86 Msun, 32253354.8243 Msun, 1323197430.04 Msun, 1083576]
[3705, 1178221293.65 Msun, 1833390.7316 Msun, 1176387902.92 Msun, 2352227]
[3706, 1201969060.39 Msun, 35448425.2166 Msun, 1166520635.18 Msun, 554389]
[3707, 858053841.864 Msun, 14740268.6868 Msun, 843313573.177 Msun, 562706]
[3708, 113713046.703 Msun, 595501.269403 Msun, 113117545.434 Msun, 0]
[3709, 2514689638.71 Msun, 690360616.517 Msun, 1824329022.19 Msun, 0]
[3710, 1420192139.25 Msun, 32645295.6089 Msun, 1387546843.64 Msun, 20725267]
[3711, 8540483437.98 Msun, 114584562.366 Msun, 8425898875.61 Msun, 1246960]
[3712, 114471705.047 Msun, 177602.676901 Msun, 114294102.37 Msun, 0]
[3713, 142947169.257 Msun, 11004712.8448 Msun, 131942456.412 Msun, 0]
[3714, 108546619.449 Msun, 639540.447088 Msun, 107907079.002 Msun, 0]
[3715, 719613004.023 Msun, 216216911.642 Msun, 503396092.381 Msun, 0]
[3716, 2965054579.93 Msun, 272190177.21 Msun, 2692864402.72 Msun, 734045]
[3717, 100132147.387 Msun, 124807.813472 Msun, 100007339.574 Msun, 0]
[3718, 99595252.0886 Msun, 4798378.94666 Msun, 94796873.142 Msun, 0]
[3719, 111278310.041 Msun, 177719.354843 Msun, 111100590.686 Msun, 0]
[3720, 1696070660.17 Msun, 7711456.78126 Msun, 1688359203.39 Msun, 0]
[3721, 1005758735.95 Msun, 15265875.2663 Msun, 990492860.684 Msun, 0]
[3722, 95986005.0734 Msun, 348734.119851 Msun, 95637270.9535 Msun, 0]
[3723, 145340187.145 Msun, 4993752.6174 Msun, 140346434.528 Msun, 0]
[3724, 188757900.298 Msun, 6895969.06185 Msun, 181861931.236 Msun, 0]
[3725, 106304043.857 Msun, 1590476.53851 Msun, 104713567.318 Msun, 0]
[3726, 805452322.788 Msun, 13293345.628 Msun, 792158977.16 Msun, 0]
[3727, 2736843775.8 Msun, 2529601675.47 Msun, 207242100.326 Msun, 0]
[3728, 801141920.442 Msun, 8497051.0068 Msun, 792644869.435 Msun, 149908]
[3729, 130142184.213 Msun, 553319.119669 Msun, 129588865.094 Msun, 0]
[3730, 97500702.527 Msun, 854954.199653 Msun, 96645748.3274 Msun, 0]
[3731, 1258920483.93 Msun, 88538317.5925 Msun, 1170382166.34 Msun, 44173]
[3732, 100217050.971 Msun, 377790.959328 Msun, 99839260.0112 Msun, 0]
[3733, 98251974.9102 Msun, 933923.112794 Msun, 97318051.7974 Msun, 0]
[3734, 1245844923.68 Msun, 223596000.854 Msun, 1022248922.83 Msun, 3855029]
[3735, 788595033.719 Msun, 20540609.2177 Msun, 768054424.502 Msun, 266982]
[3736, 3295667028.19 Msun, 43293382.3111 Msun, 3252373645.88 Msun, 706424]
[3737, 95729796.9681 Msun, 92526.0145418 Msun, 95637270.9535 Msun, 0]
[3738, 160664444.681 Msun, 12250191.1624 Msun, 148414253.518 Msun, 0]
[3739, 898673993.329 Msun, 13471622.8404 Msun, 885202370.489 Msun, 95394]
[3740, 1584904885.3 Msun, 81862553.9795 Msun, 1503042331.32 Msun, 4781274]
[3741, 121550495.918 Msun, 1373623.64622 Msun, 120176872.271 Msun, 0]
[3742, 2210165776.17 Msun, 1873334980.71 Msun, 336830795.459 Msun, 0]
[3743, 103817963.42 Msun, 953271.28679 Msun, 102864692.133 Msun, 0]
[3744, 104110711.497 Msun, 237541.990286 Msun, 103873169.507 Msun, 0]
[3745, 95849513.3304 Msun, 44162.8145514 Msun, 95805350.5158 Msun, 0]
[3746, 1520964734.21 Msun, 826294274.487 Msun, 694670459.721 Msun, 0]
[3747, 1422576788.23 Msun, 186159778.931 Msun, 1236417009.3 Msun, 3721456]
[3748, 117255692.702 Msun, 104237.773035 Msun, 117151454.929 Msun, 0]
[3749, 97512350.6799 Msun, 194284.103298 Msun, 97318066.5766 Msun, 0]
[3750, 2192602069.44 Msun, 36001086.5446 Msun, 2156600982.89 Msun, 1820977]
[3751, 479703613.239 Msun, 9598126.19719 Msun, 470105487.042 Msun, 128398692]
[3752, 1320370430.03 Msun, 7248033.23321 Msun, 1313122396.8 Msun, 5799498]
[3753, 134085659.158 Msun, 1470884.49625 Msun, 132614774.661 Msun, 0]
[3754, 105827920.375 Msun, 442034.807548 Msun, 105385885.567 Msun, 0]
[3755, 90804039.5288 Msun, 209155.444562 Msun, 90594884.0843 Msun, 0]
[3756, 569587368.264 Msun, 172260008.164 Msun, 397327360.1 Msun, 5029615]
[3757, 707737628.851 Msun, 20906059.3089 Msun, 686831569.542 Msun, 58909]
[3758, 1730022742.76 Msun, 830127485.833 Msun, 899895256.931 Msun, 0]
[3759, 92142649.0026 Msun, 875446.669141 Msun, 91267202.3335 Msun, 0]
[3760, 2626438357.72 Msun, 14559125.1668 Msun, 2611879232.56 Msun, 5637476]
[3761, 89187045.2596 Msun, 609115.922987 Msun, 88577929.3366 Msun, 0]
[3762, 1632411837.63 Msun, 81531682.6441 Msun, 1550880154.99 Msun, 178110]
[3763, 5190256681.8 Msun, 273795829.553 Msun, 4916460852.25 Msun, 9379915]
[3764, 10419569892.5 Msun, 284353537.357 Msun, 10135216355.2 Msun, 193812856]
[3765, 98648356.5554 Msun, 153733.042621 Msun, 98494623.5128 Msun, 0]
[3766, 136757138.757 Msun, 4478523.22043 Msun, 132278615.537 Msun, 0]
[3767, 141355134.199 Msun, 1345154.38068 Msun, 140009979.818 Msun, 0]
[3768, 208151111.691 Msun, 9144909.91821 Msun, 199006201.773 Msun, 0]
[3769, 101799049.74 Msun, 278994.105286 Msun, 101520055.634 Msun, 0]
[3770, 1054538601.07 Msun, 254143725.355 Msun, 800394875.713 Msun, 0]
[3771, 1106433837.08 Msun, 790278194.674 Msun, 316155642.407 Msun, 0]
[3772, 87873857.8417 Msun, 136326.316701 Msun, 87737531.525 Msun, 0]
[3773, 1616963816.89 Msun, 17255358.4557 Msun, 1599708458.44 Msun, 4801434]
[3774, 89905622.5569 Msun, 319215.846469 Msun, 89586406.7104 Msun, 0]
[3775, 1809872940.05 Msun, 36974662.3674 Msun, 1772898277.68 Msun, 163129]
[3776, 297943148.935 Msun, 11031343.4643 Msun, 286911805.471 Msun, 0]
[3777, 1043521293.47 Msun, 726187079.827 Msun, 317334213.638 Msun, 0]
[3778, 94406904.0042 Msun, 114269.549098 Msun, 94292634.4551 Msun, 0]
[3779, 97235805.2604 Msun, 421977.370723 Msun, 96813827.8897 Msun, 0]
[3780, 872382975.758 Msun, 17161515.7863 Msun, 855221459.972 Msun, 200725]
[3781, 4483014743.22 Msun, 102585479.935 Msun, 4380429263.28 Msun, 3805500]
[3782, 1255188598.86 Msun, 14289431.8317 Msun, 1240899167.03 Msun, 304055]
[3783, 258890716.699 Msun, 16122965.0127 Msun, 242767751.686 Msun, 61620]
[3784, 123498491.303 Msun, 2145047.31612 Msun, 121353443.987 Msun, 0]
[3785, 88510903.1404 Msun, 101053.366178 Msun, 88409849.7743 Msun, 0]
[3786, 1351807370.51 Msun, 21103851.1314 Msun, 1330703519.38 Msun, 1026095]
[3787, 95049391.9601 Msun, 420598.380384 Msun, 94628793.5797 Msun, 0]
[3788, 309351579.166 Msun, 8993467.82742 Msun, 300358111.339 Msun, 0]
[3789, 3183301632.77 Msun, 69297999.9069 Msun, 3114003632.86 Msun, 7725179]
[3790, 149873357.369 Msun, 6501490.71974 Msun, 143371866.649 Msun, 0]
[3791, 1212533674.45 Msun, 49714593.4112 Msun, 1162819081.04 Msun, 2565947]
[3792, 1735441777.11 Msun, 910173264.367 Msun, 825268512.743 Msun, 0]
[3793, 265252923.534 Msun, 6449864.09186 Msun, 258803059.442 Msun, 128610]
[3794, 1121550468.65 Msun, 5775344.97979 Msun, 1115775123.67 Msun, 62988]
[3795, 1955779208.3 Msun, 79777338.352 Msun, 1876001869.95 Msun, 233951]
[3796, 102914233.907 Msun, 49541.7738482 Msun, 102864692.133 Msun, 0]
[3797, 164203944.787 Msun, 2511633.7733 Msun, 161692311.014 Msun, 0]
[3798, 111833272.632 Msun, 2413477.56938 Msun, 109419795.063 Msun, 0]
[3799, 124878789.138 Msun, 332244.983158 Msun, 124546544.155 Msun, 0]
[3800, 93252440.3937 Msun, 304442.437148 Msun, 92947997.9566 Msun, 0]
[3801, 335667123.846 Msun, 7576022.82579 Msun, 328091101.02 Msun, 0]
[3802, 121102987.368 Msun, 758020.755396 Msun, 120344966.613 Msun, 0]
[3803, 81218833.1443 Msun, 407092.726864 Msun, 80811740.4174 Msun, 2486643]
[3804, 98856040.1182 Msun, 25257.4808579 Msun, 98830782.6374 Msun, 0]
[3805, 102767605.968 Msun, 70993.3970958 Msun, 102696612.57 Msun, 0]
[3806, 553038794.167 Msun, 4595182.35403 Msun, 548443611.813 Msun, 0]
[3807, 92089011.0105 Msun, 1830286.05082 Msun, 90258724.9597 Msun, 0]
[3808, 2878240074.14 Msun, 261361829.578 Msun, 2616878244.56 Msun, 8455169]
[3809, 187386536.234 Msun, 818222.071196 Msun, 186568314.162 Msun, 0]
[3810, 94014074.4055 Msun, 2074561.21239 Msun, 91939513.1931 Msun, 0]
[3811, 595288646.706 Msun, 7010794.74792 Msun, 588277851.958 Msun, 0]
[3812, 110434081.205 Msun, 173888.330256 Msun, 110260192.874 Msun, 0]
[3813, 700196053.568 Msun, 6621291.28495 Msun, 693574762.283 Msun, 582744]
[3814, 958325736.547 Msun, 123479860.818 Msun, 834845875.728 Msun, 0]
[3815, 1482784163.32 Msun, 35858827.6319 Msun, 1446925335.69 Msun, 1441280]
[3816, 1267958943.2 Msun, 790278194.674 Msun, 477680748.521 Msun, 0]
[3817, 1106094370.69 Msun, 38844345.6708 Msun, 1067250025.02 Msun, 2129817]
[3818, 82614152.1681 Msun, 548067.434824 Msun, 82066084.7333 Msun, 211334]
[3819, 99081035.1575 Msun, 922570.76939 Msun, 98158464.3882 Msun, 0]
[3820, 1184202507.93 Msun, 776778669.146 Msun, 407423838.788 Msun, 0]
[3821, 1571408471.71 Msun, 14655565.6096 Msun, 1556752906.1 Msun, 0]
[3822, 3922891456.41 Msun, 249082382.204 Msun, 3673809074.2 Msun, 1606774]
[3823, 99028784.8591 Msun, 198002.221716 Msun, 98830782.6374 Msun, 0]
[3824, 129337505.831 Msun, 1428958.9146 Msun, 127908546.917 Msun, 0]
[3825, 101187744.197 Msun, 3862.46666093 Msun, 101183881.73 Msun, 0]
[3826, 198597895.352 Msun, 8836488.98615 Msun, 189761406.365 Msun, 0]
[3827, 1379505263.9 Msun, 11862027.2922 Msun, 1367643236.61 Msun, 988306]
[3828, 1241153977.25 Msun, 8180191.10615 Msun, 1232973786.15 Msun, 1959053]
[3829, 552972791.983 Msun, 6378694.22211 Msun, 546594097.761 Msun, 0]
[3830, 851510200.627 Msun, 275990.501366 Msun, 851234210.126 Msun, 585114]
[3831, 2189729635.08 Msun, 1931727822.38 Msun, 258001812.693 Msun, 0]
[3832, 1362423308.59 Msun, 141707113.163 Msun, 1220716195.43 Msun, 798798]
[3833, 180580749.687 Msun, 1744095.39041 Msun, 178836654.296 Msun, 0]
[3834, 96715836.3065 Msun, 238167.541427 Msun, 96477668.7651 Msun, 0]
[3835, 113902432.25 Msun, 280648.129714 Msun, 113621784.121 Msun, 0]
[3836, 1662922257.35 Msun, 68730261.7788 Msun, 1594191995.58 Msun, 2816146]
[3837, 111498809.431 Msun, 398263.082773 Msun, 111100546.348 Msun, 0]
[3838, 90964108.6455 Msun, 33065.4365731 Msun, 90931043.2089 Msun, 0]
[3839, 1541374897.46 Msun, 8294331.1335 Msun, 1533080566.33 Msun, 363034]
[3840, 280484040.086 Msun, 2403633.8544 Msun, 278080406.231 Msun, 1421423]
[3841, 1297459476.51 Msun, 155402789.27 Msun, 1142056687.24 Msun, 124737]
[3842, 218685936.417 Msun, 4048335.34941 Msun, 214637601.068 Msun, 0]
[3843, 4700578065.75 Msun, 97748098.6583 Msun, 4602829967.09 Msun, 12240868]
[3844, 89461005.3499 Msun, 371833.241825 Msun, 89089172.1081 Msun, 175078]
[3845, 1243520585.17 Msun, 22280959.7527 Msun, 1221239625.41 Msun, 981991]
[3846, 1904054808.65 Msun, 99686566.7298 Msun, 1804368241.92 Msun, 1043366]
[3847, 4687100580.25 Msun, 112080193.486 Msun, 4575020386.76 Msun, 735090]
[3848, 93599280.4031 Msun, 987441.571142 Msun, 92611838.832 Msun, 0]
[3849, 78331413.4033 Msun, 174416.929837 Msun, 78156996.4734 Msun, 0]
[3850, 111451515.329 Msun, 182845.080861 Msun, 111268670.248 Msun, 0]
[3851, 97540330.4974 Msun, 3247696.04236 Msun, 94292634.4551 Msun, 0]
[3852, 1499489852.6 Msun, 82657253.8459 Msun, 1416832598.75 Msun, 1266515]
[3853, 85919061.5082 Msun, 30405.1685547 Msun, 85888656.3396 Msun, 0]
[3854, 97662215.7954 Msun, 344149.218794 Msun, 97318066.5766 Msun, 0]
[3855, 219071589.195 Msun, 6282922.42922 Msun, 212788666.766 Msun, 0]
[3856, 1434427759.49 Msun, 56943467.4923 Msun, 1377484292.0 Msun, 912667]
[3857, 121073890.839 Msun, 6947868.03107 Msun, 114126022.807 Msun, 0]
[3858, 2142232050.4 Msun, 223132265.487 Msun, 1919099784.91 Msun, 982846]
[3859, 442489140.902 Msun, 5114883.3709 Msun, 437374257.531 Msun, 367973]
[3860, 95404996.9313 Msun, 103885.102422 Msun, 95301111.8289 Msun, 0]
[3861, 2466242572.19 Msun, 826294274.487 Msun, 1639948297.71 Msun, 0]
[3862, 95514307.4033 Msun, 381275.136748 Msun, 95133032.2666 Msun, 0]
[3863, 2319165238.22 Msun, 28506697.389 Msun, 2290658540.83 Msun, 1414889]
[3864, 105475979.293 Msun, 762411.974537 Msun, 104713567.318 Msun, 0]
[3865, 83393753.9324 Msun, 194370.589675 Msun, 83199383.3427 Msun, 0]
[3866, 873994340.769 Msun, 3918690.10114 Msun, 870075650.668 Msun, 431992]
[3867, 670778787.249 Msun, 8533227.26235 Msun, 662245559.987 Msun, 2030599]
[3868, 1759760590.36 Msun, 83035479.4243 Msun, 1676725110.93 Msun, 2652651]
[3869, 3307661261.52 Msun, 44358736.0798 Msun, 3263302525.44 Msun, 2727070]
[3870, 448632582.742 Msun, 70530465.9626 Msun, 378102116.779 Msun, 1267724]
[3871, 98386003.5328 Msun, 1067936.95618 Msun, 97318066.5766 Msun, 0]
[3872, 96336610.2339 Msun, 363180.15571 Msun, 95973430.0781 Msun, 0]
[3873, 1497388609.39 Msun, 14114077.66 Msun, 1483274531.73 Msun, 644707]
[3874, 142934144.107 Msun, 1074993.51849 Msun, 141859150.588 Msun, 0]
[3875, 204138176.226 Msun, 930250.84555 Msun, 203207925.38 Msun, 0]
[3876, 277489371.823 Msun, 33774482.1946 Msun, 243714889.628 Msun, 0]
[3877, 1073564746.91 Msun, 55147981.5253 Msun, 1018416765.39 Msun, 22697]
[3878, 86378505.2745 Msun, 153689.810239 Msun, 86224815.4642 Msun, 0]
[3879, 90024821.3184 Msun, 692232.628372 Msun, 89332588.69 Msun, 1763119]
[3880, 93047935.3933 Msun, 99937.4367181 Msun, 92947997.9566 Msun, 0]
[3881, 84752868.2713 Msun, 40768.8678584 Msun, 84712099.4035 Msun, 0]
[3882, 554369835.224 Msun, 8783936.91044 Msun, 545585898.314 Msun, 0]
[3883, 1119959552.98 Msun, 413527893.47 Msun, 706431659.507 Msun, 161851]
[3884, 360992508.737 Msun, 3071704.85041 Msun, 357920803.887 Msun, 416013]
[3885, 252188993.095 Msun, 4776836.30029 Msun, 247412156.795 Msun, 0]
[3886, 158444972.413 Msun, 3979854.65166 Msun, 154465117.761 Msun, 0]
[3887, 91892808.2006 Msun, 121367.180132 Msun, 91771441.0204 Msun, 0]
[3888, 2098977015.29 Msun, 42137816.2773 Msun, 2056839199.01 Msun, 3747316]
[3889, 86708364.676 Msun, 147390.087168 Msun, 86560974.5889 Msun, 0]
[3890, 2877744892.72 Msun, 165299423.537 Msun, 2712445469.19 Msun, 1154033]
[3891, 100380721.77 Msun, 205302.633925 Msun, 100175419.136 Msun, 0]
[3892, 1541837562.28 Msun, 21796120.748 Msun, 1520041441.53 Msun, 938350]
[3893, 530370616.144 Msun, 4425403.9008 Msun, 525945212.243 Msun, 1200805]
[3894, 1122395511.42 Msun, 290402980.101 Msun, 831992531.318 Msun, 0]
[3895, 862668797.046 Msun, 48004495.9054 Msun, 814664301.141 Msun, 150867]
[3896, 119502806.117 Msun, 670862.474065 Msun, 118831943.643 Msun, 0]
[3897, 201728298.761 Msun, 2722096.9875 Msun, 199006201.773 Msun, 0]
[3898, 108598786.876 Msun, 187469.186574 Msun, 108411317.689 Msun, 0]
[3899, 1040310189.35 Msun, 74188865.205 Msun, 966121324.149 Msun, 0]
[3900, 1413609498.99 Msun, 27371849.6618 Msun, 1386237649.33 Msun, 421654]
[3901, 118540879.31 Msun, 381367.063489 Msun, 118159512.246 Msun, 0]
[3902, 825582055.336 Msun, 113933188.522 Msun, 711648866.814 Msun, 0]
[3903, 100349129.533 Msun, 2358744.70678 Msun, 97990384.8258 Msun, 0]
[3904, 3328461169.64 Msun, 1931727822.38 Msun, 1396733347.25 Msun, 0]
[3905, 76898146.0102 Msun, 80692.6495592 Msun, 76817453.3607 Msun, 3534721]
[3906, 85936552.0721 Msun, 47895.7324942 Msun, 85888656.3396 Msun, 0]
[3907, 1442541997.04 Msun, 726187079.827 Msun, 716354917.208 Msun, 0]
[3908, 91031942.7223 Msun, 437058.638066 Msun, 90594884.0843 Msun, 0]
[3909, 850747082.504 Msun, 13248015.5468 Msun, 837499066.957 Msun, 462842]
[3910, 1251226692.63 Msun, 8256518.41939 Msun, 1242970174.22 Msun, 189889]
[3911, 4688607375.44 Msun, 132710193.609 Msun, 4555897181.83 Msun, 1445268]
[3912, 831477972.571 Msun, 7179947.91993 Msun, 824298024.651 Msun, 372115]
[3913, 138438290.902 Msun, 613145.298121 Msun, 137825145.604 Msun, 0]
[3914, 186817283.807 Msun, 2602708.75549 Msun, 184214575.051 Msun, 0]
[3915, 715175911.157 Msun, 9494018.65002 Msun, 705681892.507 Msun, 924318]
[3916, 80238049.0528 Msun, 400264.345882 Msun, 79837784.7069 Msun, 0]
[3917, 2105287273.28 Msun, 6551109.2049 Msun, 2098736164.08 Msun, 430903]
[3918, 208402765.325 Msun, 3345699.30854 Msun, 205057066.016 Msun, 0]
[3919, 897592206.471 Msun, 8932433.87185 Msun, 888659772.599 Msun, 863516]
[3920, 1133053866.05 Msun, 22999249.8167 Msun, 1110054616.24 Msun, 393342]
[3921, 105427845.579 Msun, 210046.963494 Msun, 105217798.615 Msun, 0]
[3922, 110001947.955 Msun, 1254471.14157 Msun, 108747476.814 Msun, 0]
[3923, 498368119.683 Msun, 2869754.16248 Msun, 495498365.521 Msun, 0]
[3924, 1375968497.36 Msun, 13062925.2062 Msun, 1362905572.15 Msun, 116913]
[3925, 511067860.785 Msun, 22687492.7297 Msun, 488380368.056 Msun, 7168676]
[3926, 1808937947.14 Msun, 672888185.495 Msun, 1136049761.64 Msun, 0]
[3927, 129704333.637 Msun, 451150.221961 Msun, 129253183.415 Msun, 0]
[3928, 110289791.251 Msun, 6920860.4312 Msun, 103368930.82 Msun, 0]
[3929, 231236104.321 Msun, 3488297.39271 Msun, 227747806.928 Msun, 0]
[3930, 1516531158.4 Msun, 15850415.052 Msun, 1500680743.35 Msun, 906809]
[3931, 903188497.934 Msun, 12371903.8086 Msun, 890816594.125 Msun, 162992]
[3932, 130910580.602 Msun, 1657397.18705 Msun, 129253183.415 Msun, 0]
[3933, 656212960.255 Msun, 4228728.60601 Msun, 651984231.649 Msun, 2188626]
[3934, 721309248.141 Msun, 60409566.1452 Msun, 660899681.996 Msun, 10902]
[3935, 1296738720.34 Msun, 7103240.87929 Msun, 1289635479.46 Msun, 3490795]
[3936, 1857108914.64 Msun, 42867719.4873 Msun, 1814241195.15 Msun, 326555]
[3937, 2442346962.75 Msun, 77478702.7341 Msun, 2364868260.01 Msun, 156894]
[3938, 1146663521.3 Msun, 28598272.8267 Msun, 1118065248.48 Msun, 0]
[3939, 1095845996.63 Msun, 790278194.674 Msun, 305567801.956 Msun, 0]
[3940, 118976345.401 Msun, 1656810.9101 Msun, 117319534.491 Msun, 0]
[3941, 99041388.5297 Msun, 1555242.39074 Msun, 97486146.1389 Msun, 0]
[3942, 1218517528.83 Msun, 27286141.6399 Msun, 1191231387.19 Msun, 724052]
[3943, 453013571.791 Msun, 261137.518302 Msun, 452752434.273 Msun, 1122809]
[3944, 4552961147.39 Msun, 4314962067.78 Msun, 237999079.618 Msun, 0]
[3945, 83167288.7251 Msun, 304064.507044 Msun, 82863224.2181 Msun, 0]
[3946, 169046926.359 Msun, 3320477.9224 Msun, 165726448.436 Msun, 0]
[3947, 103296688.034 Msun, 263916.339204 Msun, 103032771.695 Msun, 0]
[3948, 2522564644.95 Msun, 75901077.5197 Msun, 2446663567.43 Msun, 2619041]
[3949, 3732260393.94 Msun, 2202739775.78 Msun, 1529520618.17 Msun, 0]
[3950, 1180725895.37 Msun, 790278194.674 Msun, 390447700.692 Msun, 0]
[3951, 1144472529.22 Msun, 36996293.1648 Msun, 1107476236.05 Msun, 0]
[3952, 95045368.5214 Msun, 1761211.44024 Msun, 93284157.0812 Msun, 0]
[3953, 178636274.308 Msun, 1648495.19728 Msun, 176987779.111 Msun, 0]
[3954, 1802201729.36 Msun, 47243820.435 Msun, 1754957908.93 Msun, 40281]
[3955, 2747638860.04 Msun, 699872.718934 Msun, 2746938987.32 Msun, 3714188]
[3956, 185446241.502 Msun, 1062961.6493 Msun, 184383279.852 Msun, 0]
[3957, 1213690987.36 Msun, 10506614.8092 Msun, 1203184372.55 Msun, 3600507]
[3958, 1056264622.46 Msun, 3947267.74675 Msun, 1052317354.71 Msun, 1820070]
[3959, 85638411.5375 Msun, 85914.322488 Msun, 85552497.215 Msun, 0]
[3960, 634410870.374 Msun, 11844215.3454 Msun, 622566655.029 Msun, 0]
[3961, 89831753.3135 Msun, 2766540.0377 Msun, 87065213.2758 Msun, 0]
[3962, 459884531.142 Msun, 268274233.084 Msun, 191610298.057 Msun, 0]
[3963, 103650469.038 Msun, 449617.780482 Msun, 103200851.257 Msun, 0]
[3964, 78895922.5082 Msun, 234687.347797 Msun, 78661235.1604 Msun, 0]
[3965, 1918208403.62 Msun, 1175972262.6 Msun, 742236141.019 Msun, 0]
[3966, 87004321.0637 Msun, 107187.350243 Msun, 86897133.7135 Msun, 0]
[3967, 1323812558.72 Msun, 67586384.4329 Msun, 1256226174.29 Msun, 503760]
[3968, 531969114.714 Msun, 7004433.96827 Msun, 524964680.746 Msun, 1901058]
[3969, 792030230.505 Msun, 11262972.5199 Msun, 780767257.985 Msun, 1886707]
[3970, 1747335266.53 Msun, 481702863.295 Msun, 1265632403.24 Msun, 0]
[3971, 432921050.454 Msun, 22134841.7259 Msun, 410786208.728 Msun, 0]
[3972, 2254943144.6 Msun, 1931727822.38 Msun, 323215322.219 Msun, 0]
[3973, 86247418.7321 Msun, 358762.392449 Msun, 85888656.3396 Msun, 0]
[3974, 82313860.4354 Msun, 291034.028874 Msun, 82022826.4065 Msun, 0]
[3975, 144464158.037 Msun, 7983553.44295 Msun, 136480604.594 Msun, 0]
[3976, 1397230442.96 Msun, 43584384.6034 Msun, 1353646058.35 Msun, 1445966]
[3977, 8802591632.65 Msun, 98632002.5777 Msun, 8703959630.07 Msun, 5001824]
[3978, 2416379803.43 Msun, 149227861.653 Msun, 2267151941.78 Msun, 43797519]
[3979, 115536074.251 Msun, 3931663.78278 Msun, 111604410.468 Msun, 0]
[3980, 98266071.6666 Msun, 275686.840725 Msun, 97990384.8258 Msun, 0]
[3981, 311925959.836 Msun, 3331883.43751 Msun, 308594076.398 Msun, 0]
[3982, 1064357330.69 Msun, 9967613.11852 Msun, 1054389717.57 Msun, 698935]
[3983, 555533269.433 Msun, 84196223.4165 Msun, 471337046.016 Msun, 41953]
[3984, 93105686.3147 Msun, 325767.920442 Msun, 92779918.3943 Msun, 0]
[3985, 346646670.701 Msun, 2756401.76425 Msun, 343890268.937 Msun, 0]
[3986, 324790513.158 Msun, 7120410.35589 Msun, 317670102.802 Msun, 0]
[3987, 823064926.411 Msun, 50071551.4196 Msun, 772993374.991 Msun, 667778]
[3988, 94450581.9405 Msun, 2342981.79549 Msun, 92107600.145 Msun, 0]
[3989, 82052655.6034 Msun, 29829.1968351 Msun, 82022826.4065 Msun, 0]
[3990, 563004023.561 Msun, 19098559.9306 Msun, 543905463.63 Msun, 0]
[3991, 127052344.543 Msun, 656521.076682 Msun, 126395823.466 Msun, 0]
[3992, 1404955644.91 Msun, 245364783.285 Msun, 1159590861.63 Msun, 514427]
[3993, 372242908.646 Msun, 619099.836869 Msun, 371623808.809 Msun, 0]
[3994, 740158801.222 Msun, 161051505.968 Msun, 579107295.254 Msun, 74952]
[3995, 334400585.805 Msun, 3789049.60205 Msun, 330611536.203 Msun, 0]
[3996, 93079070.5019 Msun, 299255.562336 Msun, 92779814.9396 Msun, 0]
