halo, total_mass, baryon_mass, particle_mass, star_mass 
[561, 1.28003851017e+11 Msun, 12610906121.9 Msun, 1.15392944895e+11 Msun, 0]
[562, 1.16858860686e+11 Msun, 6993721534.24 Msun, 1.09865139151e+11 Msun, 0]
[563, 1.47977915599e+11 Msun, 35348873576.2 Msun, 1.12629042023e+11 Msun, 0]
[564, 75393754629.9 Msun, 1459352810.98 Msun, 73934401818.9 Msun, 0]
[565, 64916712532.3 Msun, 2728897918.33 Msun, 62187814614.0 Msun, 0]
[566, 73761980409.2 Msun, 1900505744.12 Msun, 71861474665.1 Msun, 0]
[567, 1.12275294672e+11 Msun, 2410155520.3 Msun, 1.09865139151e+11 Msun, 0]
[568, 1.05446339874e+11 Msun, 7327787926.97 Msun, 98118551946.6 Msun, 0]
[569, 68285954180.8 Msun, 1261309541.28 Msun, 67024644639.5 Msun, 0]
[570, 61159930828.3 Msun, 1045043368.09 Msun, 60114887460.2 Msun, 0]
[571, 1.09742623829e+11 Msun, 4714314703.44 Msun, 1.05028309126e+11 Msun, 0]
[572, 83384971006.0 Msun, 3231787725.67 Msun, 80153183280.3 Msun, 0]
[573, 67677677374.3 Msun, 6903022671.18 Msun, 60774654703.1 Msun, 4561149822]
[574, 73153425065.6 Msun, 1982926118.46 Msun, 71170498947.1 Msun, 0]
[575, 94909321042.9 Msun, 9228332019.17 Msun, 85680989023.7 Msun, 0]
[576, 86610225258.7 Msun, 11293872003.9 Msun, 75316353254.7 Msun, 0]
[577, 82475115895.3 Msun, 3012908332.94 Msun, 79462207562.3 Msun, 0]
[578, 81419726521.6 Msun, 2648494677.2 Msun, 78771231844.4 Msun, 0]
[579, 53218654772.8 Msun, 704500209.89 Msun, 52514154562.9 Msun, 0]
[580, 59195848467.5 Msun, 1844863879.04 Msun, 57350984588.5 Msun, 0]
[581, 60287143938.0 Msun, 863232195.76 Msun, 59423911742.3 Msun, 0]
[582, 78439467143.5 Msun, 5887016760.51 Msun, 72552450383.0 Msun, 0]
[583, 83510525066.6 Msun, 11649050401.5 Msun, 71861474665.1 Msun, 0]
[584, 62496163631.6 Msun, 999324735.547 Msun, 61496838896.1 Msun, 0]
[585, 87652545664.8 Msun, 1971556641.03 Msun, 85680989023.7 Msun, 0]
[586, 53230036808.5 Msun, 715882245.585 Msun, 52514154562.9 Msun, 0]
[587, 82070473947.6 Msun, 8665100412.81 Msun, 73405373534.8 Msun, 0]
[588, 63133597851.2 Msun, 3174086944.8 Msun, 59959510906.4 Msun, 7978882469]
[589, 77274660109.7 Msun, 4192450410.28 Msun, 73082209699.4 Msun, 8061437909]
[590, 87547632633.4 Msun, 3248595045.54 Msun, 84299037587.9 Msun, 0]
[591, 83371110509.9 Msun, 3908902947.59 Msun, 79462207562.3 Msun, 0]
[592, 65057049034.7 Msun, 4942161574.5 Msun, 60114887460.2 Msun, 0]
[593, 54896784646.5 Msun, 2987233836.76 Msun, 51909550809.8 Msun, 0]
[594, 77607541717.1 Msun, 5055091334.07 Msun, 72552450383.0 Msun, 0]
[595, 51169128028.5 Msun, 727900619.387 Msun, 50441227409.1 Msun, 0]
[596, 47965070873.3 Msun, 3051649207.66 Msun, 44913421665.7 Msun, 0]
[597, 1.60915688393e+11 Msun, 25596371913.1 Msun, 1.3531931648e+11 Msun, 2382724310]
[598, 1.17869923982e+11 Msun, 11074869569.6 Msun, 1.06795054412e+11 Msun, 0]
[599, 52629079880.2 Msun, 1496876753.13 Msun, 51132203127.1 Msun, 0]
[600, 2.17693625854e+11 Msun, 23347764337.7 Msun, 1.94345861517e+11 Msun, 0]
[601, 46321427129.8 Msun, 717029746.231 Msun, 45604397383.6 Msun, 0]
[602, 48558996655.0 Msun, 2954599271.42 Msun, 45604397383.6 Msun, 0]
[603, 4.22645024233e+11 Msun, 46959535789.1 Msun, 3.75685488444e+11 Msun, 0]
[604, 51555270920.8 Msun, 1114043511.64 Msun, 50441227409.1 Msun, 0]
[605, 44734576212.3 Msun, 1890283814.76 Msun, 42844292397.5 Msun, 5790509203]
[606, 59849419947.1 Msun, 8438869668.05 Msun, 51410550279.1 Msun, 0]
[607, 87827124973.9 Msun, 9481005143.44 Msun, 78346119830.5 Msun, 0]
[608, 62227951683.2 Msun, 4531479235.74 Msun, 57696472447.4 Msun, 0]
[609, 63516943848.8 Msun, 6181158183.24 Msun, 57335785665.6 Msun, 3635340050]
[610, 56071644560.9 Msun, 4884643600.47 Msun, 51187000960.4 Msun, 3600745975]
[611, 47984148998.3 Msun, 3761703050.58 Msun, 44222445947.7 Msun, 0]
[612, 46120656966.3 Msun, 2202376546.37 Msun, 43918280419.9 Msun, 2314474107]
[613, 77259307700.2 Msun, 7416777710.98 Msun, 69842529989.2 Msun, 0]
[614, 39266344318.7 Msun, 2423586664.01 Msun, 36842757654.7 Msun, 2245034005]
[615, 34198479277.0 Msun, 1510722178.13 Msun, 32687757098.9 Msun, 2378434315]
[616, 37337820044.7 Msun, 4948757491.47 Msun, 32389062553.2 Msun, 400392835]
[617, 71169362853.2 Msun, 9181114712.38 Msun, 61988248140.8 Msun, 0]
[618, 63448092341.9 Msun, 8723355306.36 Msun, 54724737035.6 Msun, 0]
[619, 27272480389.5 Msun, 1548632873.9 Msun, 25723847515.6 Msun, 2117463309]
[620, 31982174445.7 Msun, 5111749259.76 Msun, 26870425186.0 Msun, 1365044628]
[621, 43073346128.1 Msun, 5793890322.71 Msun, 37279455805.4 Msun, 0]
[622, 90578774917.2 Msun, 11339076381.2 Msun, 79239698536.0 Msun, 0]
[623, 2.22225372105e+11 Msun, 35254360554.5 Msun, 1.86971011551e+11 Msun, 0]
[624, 74663849352.0 Msun, 4163576607.83 Msun, 70500272744.1 Msun, 0]
[625, 24669532832.8 Msun, 2282476015.73 Msun, 22387056817.1 Msun, 76098156]
[626, 56502261326.9 Msun, 10274990600.4 Msun, 46227270726.5 Msun, 258152320]
[627, 44211744348.4 Msun, 1252488385.02 Msun, 42959255963.4 Msun, 0]
[628, 39987263093.1 Msun, 3339986560.79 Msun, 36647276532.3 Msun, 1817093824]
[629, 56724004015.9 Msun, 2814908483.32 Msun, 53909095532.6 Msun, 0]
[630, 24513541392.3 Msun, 2897438958.52 Msun, 21616102433.8 Msun, 0]
[631, 29263225518.9 Msun, 2034463634.08 Msun, 27228761884.8 Msun, 0]
[632, 24782029312.8 Msun, 2103643180.86 Msun, 22678386132.0 Msun, 1141224893]
[633, 67751547298.0 Msun, 6937924138.68 Msun, 60813623159.3 Msun, 0]
[634, 23606541136.2 Msun, 2815345107.55 Msun, 20791196028.7 Msun, 363548979]
[635, 26426899683.7 Msun, 3546521025.87 Msun, 22880378657.8 Msun, 58442190]
[636, 16639919458.6 Msun, 1734424580.92 Msun, 14905494877.7 Msun, 1558822039]
[637, 35949287453.8 Msun, 4298015074.97 Msun, 31651272378.8 Msun, 3367466080]
[638, 14729397968.3 Msun, 834379264.405 Msun, 13895018703.9 Msun, 1808160142]
[639, 63571955246.7 Msun, 5140449980.67 Msun, 58431505266.0 Msun, 1702487814]
[640, 16152878369.1 Msun, 1036274010.74 Msun, 15116604358.4 Msun, 267540993]
[641, 24126387903.9 Msun, 1157687006.67 Msun, 22968700897.3 Msun, 0]
[642, 32470711463.9 Msun, 3885808515.5 Msun, 28584902948.4 Msun, 0]
[643, 15124292813.1 Msun, 617611564.856 Msun, 14506681248.3 Msun, 542759860]
[646, 2.49183527123e+11 Msun, 40847600356.3 Msun, 2.08335926767e+11 Msun, 0]
[647, 35043749631.4 Msun, 4853205354.01 Msun, 30190544277.4 Msun, 0]
[648, 28430510761.3 Msun, 2345333933.11 Msun, 26085176828.2 Msun, 0]
[649, 15055626301.7 Msun, 873702723.935 Msun, 14181923577.8 Msun, 984381463]
[650, 46713525496.4 Msun, 7866470205.18 Msun, 38847055291.2 Msun, 101130991]
[651, 20473997717.6 Msun, 1595792298.59 Msun, 18878205419.0 Msun, 1158786060]
[652, 59398594154.4 Msun, 9339967557.82 Msun, 50058626596.6 Msun, 0]
[653, 12293770672.9 Msun, 504239699.052 Msun, 11789530973.8 Msun, 891980463]
[654, 42365639766.6 Msun, 7424918217.95 Msun, 34940721548.7 Msun, 708234094]
[655, 45793955520.1 Msun, 6267476909.09 Msun, 39526478611.1 Msun, 353247453]
[656, 12970830694.1 Msun, 894513824.297 Msun, 12076316869.8 Msun, 1154135067]
[657, 14469859523.3 Msun, 1211850740.14 Msun, 13258008783.2 Msun, 622224449]
[658, 15044534018.3 Msun, 2295872232.24 Msun, 12748661786.0 Msun, 2386550]
[659, 12378258719.1 Msun, 437334593.548 Msun, 11940924125.5 Msun, 0]
[660, 11201785055.9 Msun, 695683356.245 Msun, 10506101699.7 Msun, 803589022]
[661, 10878571558.3 Msun, 877711028.493 Msun, 10000860529.8 Msun, 680274742]
[662, 37815767959.8 Msun, 2175186446.28 Msun, 35640581513.5 Msun, 0]
[663, 13056164538.6 Msun, 729866783.72 Msun, 12326297754.9 Msun, 1014599601]
[664, 10607179351.0 Msun, 552044087.481 Msun, 10055135263.5 Msun, 122358445]
[665, 10113808247.5 Msun, 403633023.123 Msun, 9710175224.4 Msun, 939027977]
[666, 66128922653.7 Msun, 9562877033.82 Msun, 56566045619.8 Msun, 0]
[667, 9122236325.01 Msun, 599341789.42 Msun, 8522894535.59 Msun, 377948083]
[668, 10998176569.0 Msun, 718415501.996 Msun, 10279761067.0 Msun, 641859725]
[669, 14998876334.6 Msun, 1030126075.88 Msun, 13968750258.7 Msun, 290600406]
[670, 17604826944.5 Msun, 5628814208.32 Msun, 11976012736.2 Msun, 0]
[671, 8733075709.31 Msun, 301266911.856 Msun, 8431808797.45 Msun, 879653785]
[672, 8510617125.56 Msun, 627953465.378 Msun, 7882663660.18 Msun, 821580943]
[673, 9775360178.73 Msun, 662049675.197 Msun, 9113310503.54 Msun, 557589797]
[674, 10803024223.1 Msun, 1126515434.86 Msun, 9676508788.27 Msun, 603062102]
[675, 10201983892.1 Msun, 676066106.869 Msun, 9525917785.19 Msun, 446567801]
[676, 11799760270.9 Msun, 1118790896.74 Msun, 10680969374.2 Msun, 472879453]
[677, 13029033258.7 Msun, 1280759767.1 Msun, 11748273491.6 Msun, 419204087]
[678, 8826090634.01 Msun, 515717571.038 Msun, 8310373062.97 Msun, 771883189]
[679, 10480091297.1 Msun, 923962636.569 Msun, 9556128660.57 Msun, 416217390]
[680, 13338393284.9 Msun, 774472579.409 Msun, 12563920705.5 Msun, 1327964426]
[681, 16202964698.7 Msun, 1858302046.59 Msun, 14344662652.1 Msun, 0]
[682, 7785909053.0 Msun, 395554630.038 Msun, 7390354422.96 Msun, 814607877]
[683, 9953730504.87 Msun, 773681954.004 Msun, 9180048550.86 Msun, 216087842]
