halo, total_mass, baryon_mass, particle_mass, star_mass 
[23, 3.8393621723e+12 Msun, 4.86747988883e+11 Msun, 3.35261418341e+12 Msun, 0]
[24, 6.40226668432e+12 Msun, 7.27283112927e+11 Msun, 5.67498357139e+12 Msun, 0]
[25, 3.63474204403e+12 Msun, 4.17559101329e+11 Msun, 3.2171829427e+12 Msun, 0]
[26, 4.28469829887e+12 Msun, 5.99724795132e+11 Msun, 3.68497350374e+12 Msun, 0]
[27, 3.28470464429e+12 Msun, 4.1922834202e+11 Msun, 2.86547630227e+12 Msun, 0]
[28, 3.97273145025e+12 Msun, 5.29599447793e+11 Msun, 3.44313200246e+12 Msun, 0]
[29, 3.62811520024e+12 Msun, 3.97112743185e+11 Msun, 3.23100245706e+12 Msun, 0]
[30, 2.59466666971e+12 Msun, 3.46922659276e+11 Msun, 2.24774401044e+12 Msun, 0]
[31, 2.79543888927e+12 Msun, 3.56985580687e+11 Msun, 2.43845330859e+12 Msun, 0]
[32, 3.66477071689e+12 Msun, 5.28431933189e+11 Msun, 3.1363387837e+12 Msun, 0]
[33, 2.15259940423e+12 Msun, 3.0272177635e+11 Msun, 1.84987762788e+12 Msun, 0]
[34, 3.71408165766e+12 Msun, 4.98971642117e+11 Msun, 3.21511001554e+12 Msun, 0]
[35, 2.86819264562e+12 Msun, 3.39912493705e+11 Msun, 2.52828015192e+12 Msun, 0]
[36, 2.86599380103e+12 Msun, 3.54988042065e+11 Msun, 2.51100575897e+12 Msun, 0]
[37, 2.86530157116e+12 Msun, 3.74334108009e+11 Msun, 2.49096746315e+12 Msun, 0]
[38, 2.73592458425e+12 Msun, 3.9766275476e+11 Msun, 2.33826182949e+12 Msun, 0]
[39, 1.70445217239e+12 Msun, 2.07107791628e+11 Msun, 1.49734438076e+12 Msun, 0]
[40, 2.61756568887e+12 Msun, 3.44946552584e+11 Msun, 2.27261913628e+12 Msun, 0]
[41, 2.95413074903e+12 Msun, 3.58134976755e+11 Msun, 2.59599577228e+12 Msun, 0]
[42, 1.51484339861e+12 Msun, 81591347148.9 Msun, 1.43325205146e+12 Msun, 177505007682]
[43, 3.20994435941e+12 Msun, 3.87999527369e+11 Msun, 2.82194483204e+12 Msun, 0]
[44, 2.8602574388e+12 Msun, 3.54088509855e+11 Msun, 2.50616892894e+12 Msun, 0]
[45, 2.10906830987e+12 Msun, 2.89038268836e+11 Msun, 1.82003004104e+12 Msun, 0]
[46, 1.8262771545e+12 Msun, 2.28741294642e+11 Msun, 1.59753585986e+12 Msun, 0]
[47, 1.46746159452e+12 Msun, 2.18868472219e+11 Msun, 1.24859312231e+12 Msun, 0]
[48, 1.88139167061e+12 Msun, 1.75372623029e+11 Msun, 1.70601904758e+12 Msun, 0]
[49, 2.33404147279e+12 Msun, 2.76315784788e+11 Msun, 2.05772568801e+12 Msun, 0]
[50, 2.82275240183e+12 Msun, 3.76698360343e+11 Msun, 2.44605404148e+12 Msun, 0]
[51, 4.01257097333e+12 Msun, 6.3300873692e+11 Msun, 3.37956223641e+12 Msun, 0]
[52, 3.14976615936e+12 Msun, 4.59106713729e+11 Msun, 2.69065944563e+12 Msun, 0]
[53, 1.68496201322e+12 Msun, 1.85544705302e+11 Msun, 1.49941730792e+12 Msun, 0]
[54, 1.80965725647e+12 Msun, 2.59798721147e+11 Msun, 1.54985853532e+12 Msun, 0]
[55, 1.71840186619e+12 Msun, 2.13456752533e+11 Msun, 1.50494511366e+12 Msun, 0]
[56, 1.50348132716e+12 Msun, 1.81644778753e+11 Msun, 1.32183654841e+12 Msun, 0]
[57, 1.70570544608e+12 Msun, 2.60875219881e+11 Msun, 1.4448302262e+12 Msun, 0]
[58, 1.65622594841e+12 Msun, 1.85138644926e+11 Msun, 1.47108730348e+12 Msun, 0]
[59, 2.17531214785e+12 Msun, 2.5301770056e+11 Msun, 1.92229444729e+12 Msun, 0]
[60, 1.47900903233e+12 Msun, 2.15214444228e+11 Msun, 1.2637945881e+12 Msun, 0]
[61, 1.24576923576e+12 Msun, 1.52645649985e+11 Msun, 1.09312358577e+12 Msun, 0]
[62, 1.83928570609e+12 Msun, 1.88544715948e+11 Msun, 1.65074099014e+12 Msun, 0]
[63, 4.10348545496e+12 Msun, 4.85536595862e+11 Msun, 3.6179488591e+12 Msun, 0]
[64, 1.73621298216e+12 Msun, 2.05701766939e+11 Msun, 1.53051121522e+12 Msun, 0]
[65, 1.44943509104e+12 Msun, 1.85640502942e+11 Msun, 1.2637945881e+12 Msun, 0]
[66, 1.44297131538e+12 Msun, 1.61211358609e+11 Msun, 1.28175995677e+12 Msun, 0]
[67, 1.10478941866e+12 Msun, 1.49860976471e+11 Msun, 9.54928442184e+11 Msun, 0]
[68, 1.65907068091e+12 Msun, 2.28750944793e+11 Msun, 1.43031973612e+12 Msun, 0]
[69, 1.31865162219e+12 Msun, 1.92361201962e+11 Msun, 1.12629042023e+12 Msun, 0]
[70, 2.48698098363e+12 Msun, 3.64994553857e+11 Msun, 2.12198642977e+12 Msun, 0]
[71, 9.7927576731e+12 Msun, 1.01805703106e+12 Msun, 8.77470064204e+12 Msun, 0]
[72, 2.18077433407e+12 Msun, 2.64698668243e+11 Msun, 1.91607566583e+12 Msun, 0]
[73, 1.74226326749e+12 Msun, 2.38009129547e+11 Msun, 1.50425413794e+12 Msun, 0]
[74, 1.75189269368e+12 Msun, 1.97888304052e+11 Msun, 1.55400438963e+12 Msun, 0]
[75, 1.12370826804e+12 Msun, 1.30085185652e+11 Msun, 9.93623082388e+11 Msun, 0]
[76, 2.42603175701e+12 Msun, 3.60014360391e+11 Msun, 2.06601739662e+12 Msun, 0]
[77, 1.61251064755e+12 Msun, 2.05684085834e+11 Msun, 1.40682656171e+12 Msun, 0]
[78, 2.65672419619e+12 Msun, 4.2141774868e+11 Msun, 2.23530644751e+12 Msun, 0]
[79, 1.45583380487e+12 Msun, 1.85820435307e+11 Msun, 1.27001336956e+12 Msun, 0]
[80, 1.30362176637e+12 Msun, 1.59365977469e+11 Msun, 1.1442557889e+12 Msun, 0]
[81, 1.19685139929e+12 Msun, 1.47950259465e+11 Msun, 1.04890113982e+12 Msun, 0]
[82, 8.91481081745e+11 Msun, 1.04459739018e+11 Msun, 7.87021342726e+11 Msun, 0]
[83, 1.45862842087e+12 Msun, 1.51993338258e+11 Msun, 1.30663508261e+12 Msun, 0]
[84, 9.60468720799e+11 Msun, 1.09877612023e+11 Msun, 8.50591108776e+11 Msun, 0]
[85, 9.99662921355e+11 Msun, 84811070811.1 Msun, 9.14851850544e+11 Msun, 0]
[86, 1.01734261292e+12 Msun, 1.07327592405e+11 Msun, 9.10015020518e+11 Msun, 0]
[87, 1.45227769293e+12 Msun, 1.73281639039e+11 Msun, 1.27899605389e+12 Msun, 0]
[88, 9.41749572059e+11 Msun, 1.05668953359e+11 Msun, 8.36080618699e+11 Msun, 0]
[89, 1.1183918442e+12 Msun, 1.76591940654e+11 Msun, 9.41799903543e+11 Msun, 0]
[90, 1.13600744775e+12 Msun, 1.1958216667e+11 Msun, 1.01642528108e+12 Msun, 0]
[91, 1.47280272339e+12 Msun, 2.09699111009e+11 Msun, 1.26310361238e+12 Msun, 0]
[92, 1.21007110297e+12 Msun, 1.4182264305e+11 Msun, 1.06824845993e+12 Msun, 0]
[93, 9.83752744181e+12 Msun, 1.28186610235e+12 Msun, 8.55566133945e+12 Msun, 0]
[94, 2.46936274204e+12 Msun, 3.30101919317e+11 Msun, 2.13926082272e+12 Msun, 0]
[95, 1.21965062284e+12 Msun, 1.78350215911e+11 Msun, 1.04130040693e+12 Msun, 0]
[96, 1.38317483004e+12 Msun, 1.64293663608e+11 Msun, 1.21888116643e+12 Msun, 0]
[97, 1.04024758574e+12 Msun, 1.3161451666e+11 Msun, 9.08633069082e+11 Msun, 0]
[98, 6.96055431038e+11 Msun, 83159969231.1 Msun, 6.12895461807e+11 Msun, 0]
[99, 1.09608456473e+12 Msun, 1.47374904006e+11 Msun, 9.48709660723e+11 Msun, 0]
[100, 1.0507226807e+12 Msun, 68155209797.6 Msun, 9.82567470901e+11 Msun, 0]
[101, 1.01620531464e+12 Msun, 1.17936881322e+11 Msun, 8.98268433313e+11 Msun, 0]
[102, 8.06477913445e+11 Msun, 1.00300729717e+11 Msun, 7.06177183728e+11 Msun, 0]
[103, 1.0502449258e+12 Msun, 1.5128551677e+11 Msun, 8.98959409031e+11 Msun, 0]
[104, 9.52791512594e+11 Msun, 1.015094281e+11 Msun, 8.51282084494e+11 Msun, 0]
[105, 8.12433135758e+11 Msun, 1.12474733492e+11 Msun, 6.99958402267e+11 Msun, 0]
[106, 1.38556029417e+12 Msun, 2.21266209454e+11 Msun, 1.16429408472e+12 Msun, 0]
[107, 6.87233266245e+11 Msun, 61900241514.9 Msun, 6.2533302473e+11 Msun, 0]
[108, 1.20992520059e+12 Msun, 1.61715036489e+11 Msun, 1.04821016411e+12 Msun, 0]
[109, 1.08175867068e+12 Msun, 1.30285107087e+11 Msun, 9.51473563594e+11 Msun, 0]
[110, 9.36001733916e+11 Msun, 1.31705998241e+11 Msun, 8.04295735675e+11 Msun, 0]
[111, 1.48601291954e+12 Msun, 1.26172706648e+11 Msun, 1.35984021289e+12 Msun, 0]
[112, 9.64351123684e+11 Msun, 1.1652391778e+11 Msun, 8.47827205904e+11 Msun, 0]
[113, 9.12138378689e+11 Msun, 1.11988497322e+11 Msun, 8.00149881367e+11 Msun, 0]
[114, 1.12312602661e+12 Msun, 99100012634.1 Msun, 1.02402601398e+12 Msun, 0]
[115, 6.7361991253e+12 Msun, 7.40602820792e+11 Msun, 5.99559630451e+12 Msun, 0]
[116, 2.14453141573e+12 Msun, 2.23618919871e+11 Msun, 1.92091249585e+12 Msun, 0]
[117, 8.83294392773e+11 Msun, 1.11474515842e+11 Msun, 7.71819876932e+11 Msun, 0]
[118, 8.34870220731e+11 Msun, 97599129695.5 Msun, 7.37271091035e+11 Msun, 0]
[119, 8.17184316945e+11 Msun, 1.24135671858e+11 Msun, 6.93048645087e+11 Msun, 0]
[120, 6.5448472169e+11 Msun, 68537312881.9 Msun, 5.85947408808e+11 Msun, 0]
[121, 9.34787212638e+11 Msun, 1.42929039886e+11 Msun, 7.91858172752e+11 Msun, 0]
[122, 9.53533671998e+11 Msun, 1.11234271837e+11 Msun, 8.42299400161e+11 Msun, 0]
[123, 7.39122098499e+11 Msun, 44691501975.7 Msun, 6.94430596523e+11 Msun, 0]
[124, 7.82753947754e+11 Msun, 1.06280048285e+11 Msun, 6.76473899469e+11 Msun, 68159]
[125, 5.90989816609e+11 Msun, 85195591081.4 Msun, 5.05794225527e+11 Msun, 0]
[126, 7.25364039609e+11 Msun, 90357354827.8 Msun, 6.35006684781e+11 Msun, 0]
[127, 4.66539263343e+11 Msun, 26621941734.9 Msun, 4.39917321608e+11 Msun, 46016466374]
[128, 1.33436090386e+12 Msun, 1.76285600605e+11 Msun, 1.15807530326e+12 Msun, 0]
[129, 9.62052328283e+11 Msun, 1.1353414666e+11 Msun, 8.48518181622e+11 Msun, 0]
[130, 6.08556194633e+11 Msun, 51629765978.3 Msun, 5.56926428654e+11 Msun, 0]
[131, 1.86361798457e+12 Msun, 2.06658212967e+11 Msun, 1.6569597716e+12 Msun, 0]
[132, 8.06836522391e+11 Msun, 1.14478853022e+11 Msun, 6.92357669369e+11 Msun, 0]
[133, 1.13303579551e+12 Msun, 2.15420042096e+11 Msun, 9.17615753416e+11 Msun, 0]
[134, 7.26097695689e+11 Msun, 75198569395.4 Msun, 6.50899126293e+11 Msun, 0]
[135, 1.42900649187e+12 Msun, 2.65403382869e+11 Msun, 1.163603109e+12 Msun, 0]
[136, 5.25522755282e+11 Msun, 45985607036.3 Msun, 4.79537148246e+11 Msun, 0]
[137, 5.34217446818e+11 Msun, 55371274290.4 Msun, 4.78846172528e+11 Msun, 0]
[138, 6.24089926033e+11 Msun, 80723895842.6 Msun, 5.4336603019e+11 Msun, 0]
[139, 4.77197259429e+11 Msun, 43955484285.1 Msun, 4.33241775144e+11 Msun, 0]
[140, 6.75271282365e+11 Msun, 80341189224.5 Msun, 5.94930093141e+11 Msun, 0]
[141, 1.74489231927e+12 Msun, 2.37874278459e+11 Msun, 1.50701804081e+12 Msun, 0]
[142, 1.45851873803e+12 Msun, 1.55338534011e+11 Msun, 1.30318020402e+12 Msun, 0]
[143, 6.58738324653e+11 Msun, 85228478768.4 Msun, 5.73509845885e+11 Msun, 0]
[144, 8.60429094352e+11 Msun, 94137023164.2 Msun, 7.66292071188e+11 Msun, 0]
[145, 6.41850138312e+11 Msun, 64885413837.4 Msun, 5.76964724474e+11 Msun, 0]
[146, 7.59123259653e+11 Msun, 88876813257.7 Msun, 6.70246446395e+11 Msun, 0]
[147, 8.32824921044e+11 Msun, 1.2872066447e+11 Msun, 7.04104256574e+11 Msun, 0]
[148, 4.99111215789e+11 Msun, 50667974850.2 Msun, 4.48443240939e+11 Msun, 0]
[149, 2.04555925912e+12 Msun, 2.4418556247e+11 Msun, 1.80137369665e+12 Msun, 0]
[150, 4.00108174523e+11 Msun, 56693242710.1 Msun, 3.43414931813e+11 Msun, 0]
[151, 6.14090864744e+11 Msun, 76511756191.9 Msun, 5.37579108552e+11 Msun, 0]
[152, 4.76879599766e+11 Msun, 45710751775.4 Msun, 4.3116884799e+11 Msun, 0]
[153, 6.88376300158e+11 Msun, 81699619812.6 Msun, 6.06676680346e+11 Msun, 0]
[154, 7.55201209774e+11 Msun, 1.08447937788e+11 Msun, 6.46753271986e+11 Msun, 0]
[155, 4.98400311384e+11 Msun, 61012681931.9 Msun, 4.37387629452e+11 Msun, 0]
[156, 6.41759635838e+11 Msun, 65485887081.9 Msun, 5.76273748757e+11 Msun, 0]
[157, 3.64548465935e+11 Msun, 20363630444.7 Msun, 3.44184835491e+11 Msun, 39219486519]
[158, 1.76331689046e+12 Msun, 1.73381763499e+11 Msun, 1.58993512696e+12 Msun, 0]
[159, 4.91674880212e+11 Msun, 53596275041.8 Msun, 4.3807860517e+11 Msun, 0]
[160, 6.58775190926e+11 Msun, 82501442169.5 Msun, 5.76273748757e+11 Msun, 0]
[161, 9.66410016465e+11 Msun, 1.04072320485e+11 Msun, 8.62337695981e+11 Msun, 0]
[162, 6.4675291696e+11 Msun, 73934046793.2 Msun, 5.72818870167e+11 Msun, 0]
[163, 4.10605732441e+11 Msun, 40933723346.8 Msun, 3.69672009094e+11 Msun, 0]
[164, 1.5558445155e+12 Msun, 2.13969671269e+11 Msun, 1.34187484423e+12 Msun, 0]
[165, 8.09105477953e+11 Msun, 96709512763.3 Msun, 7.12395965189e+11 Msun, 0]
[166, 5.96826632389e+11 Msun, 79285819656.5 Msun, 5.17540812732e+11 Msun, 0]
[167, 7.456408565e+11 Msun, 1.0372441454e+11 Msun, 6.4191644196e+11 Msun, 0]
[168, 2.29026174254e+12 Msun, 2.92650941991e+11 Msun, 1.99761080055e+12 Msun, 0]
[169, 1.06802096195e+12 Msun, 1.1540296982e+11 Msun, 9.52617992127e+11 Msun, 0]
[170, 5.23285204123e+11 Msun, 49966837338.9 Msun, 4.73318366784e+11 Msun, 0]
[171, 4.48244222886e+11 Msun, 30203913535.8 Msun, 4.1804030935e+11 Msun, 0]
[172, 4.28575732867e+11 Msun, 32646646491.1 Msun, 3.95929086376e+11 Msun, 0]
[173, 4.18341200706e+11 Msun, 32085774381.1 Msun, 3.86255426325e+11 Msun, 0]
[174, 1.70137976254e+12 Msun, 1.97816600312e+11 Msun, 1.50356316222e+12 Msun, 0]
[175, 6.18639499836e+11 Msun, 86588197027.0 Msun, 5.32051302809e+11 Msun, 0]
[176, 7.3667723571e+11 Msun, 87160060853.0 Msun, 6.49517174857e+11 Msun, 0]
[177, 1.58899323384e+12 Msun, 2.76830345482e+11 Msun, 1.31216288836e+12 Msun, 0]
[178, 6.40354742575e+11 Msun, 69608799562.1 Msun, 5.70745943013e+11 Msun, 0]
[179, 7.4201829832e+11 Msun, 80754536257.7 Msun, 6.61263762062e+11 Msun, 0]
[180, 4.14665586899e+11 Msun, 48448456393.9 Msun, 3.66217130505e+11 Msun, 0]
[181, 2.97359262904e+11 Msun, 19587024294.7 Msun, 2.77772238609e+11 Msun, 0]
[182, 6.60356742874e+11 Msun, 82010066964.2 Msun, 5.7834667591e+11 Msun, 0]
[183, 5.79049807335e+11 Msun, 68418751781.9 Msun, 5.10631055553e+11 Msun, 0]
[184, 4.27067073355e+11 Msun, 42193598466.2 Msun, 3.84873474889e+11 Msun, 0]
[185, 6.2352375251e+11 Msun, 79725862496.8 Msun, 5.43797890014e+11 Msun, 0]
[186, 4.44501509093e+11 Msun, 38207786948.5 Msun, 4.06293722145e+11 Msun, 0]
[187, 5.57685302198e+11 Msun, 45672295209.4 Msun, 5.12013006989e+11 Msun, 0]
[188, 6.30191256427e+11 Msun, 60136289132.2 Msun, 5.70054967295e+11 Msun, 0]
[189, 6.5737590312e+11 Msun, 76956300055.4 Msun, 5.80419603064e+11 Msun, 0]
[190, 5.74524966703e+11 Msun, 76331474072.8 Msun, 4.9819349263e+11 Msun, 0]
[191, 4.60810537531e+11 Msun, 25495835233.4 Msun, 4.35314702298e+11 Msun, 0]
[192, 5.2758507407e+11 Msun, 41829144362.5 Msun, 4.85755929707e+11 Msun, 0]
[193, 5.43384506307e+11 Msun, 64538333778.9 Msun, 4.78846172528e+11 Msun, 0]
[194, 6.48332174386e+11 Msun, 73440377065.5 Msun, 5.74891797321e+11 Msun, 0]
[195, 3.89454788408e+11 Msun, 28765463647.1 Msun, 3.60689324761e+11 Msun, 0]
[196, 4.48355141252e+11 Msun, 59335812055.8 Msun, 3.89019329197e+11 Msun, 0]
[197, 7.03619120398e+11 Msun, 96942440052.6 Msun, 6.06676680346e+11 Msun, 0]
[198, 5.13433398073e+11 Msun, 71899914313.7 Msun, 4.41533483759e+11 Msun, 0]
[199, 6.28988223604e+11 Msun, 78971552129.2 Msun, 5.50016671475e+11 Msun, 0]
[200, 6.1547051731e+11 Msun, 77200433039.6 Msun, 5.3827008427e+11 Msun, 0]
[201, 3.24492379772e+11 Msun, 20463063880.9 Msun, 3.04029315891e+11 Msun, 0]
[202, 6.47990343772e+11 Msun, 97973672297.4 Msun, 5.50016671475e+11 Msun, 0]
[203, 8.11988481079e+11 Msun, 85082025813.0 Msun, 7.26906455266e+11 Msun, 0]
[204, 5.31137106758e+11 Msun, 68356119671.6 Msun, 4.62780987086e+11 Msun, 0]
[205, 2.11530115668e+12 Msun, 2.46211839666e+11 Msun, 1.86908931701e+12 Msun, 0]
[206, 4.68532265692e+11 Msun, 48419029188.2 Msun, 4.20113236504e+11 Msun, 0]
[207, 3.2780506718e+12 Msun, 4.66470475533e+11 Msun, 2.81158019627e+12 Msun, 0]
[208, 6.8345537441e+11 Msun, 97507965602.7 Msun, 5.85947408808e+11 Msun, 0]
[209, 8.89491003898e+11 Msun, 1.18362102684e+11 Msun, 7.71128901214e+11 Msun, 0]
[210, 1.12505026964e+12 Msun, 1.16916697172e+11 Msun, 1.00813357246e+12 Msun, 0]
[211, 3.82857860344e+11 Msun, 39442928531.6 Msun, 3.43414931813e+11 Msun, 0]
[212, 3.12195874199e+11 Msun, 15108320684.0 Msun, 2.97087553515e+11 Msun, 28467671340]
[213, 4.04221345775e+11 Msun, 22111773758.3 Msun, 3.82109572017e+11 Msun, 0]
[214, 5.84080659936e+11 Msun, 65157895768.1 Msun, 5.18922764168e+11 Msun, 0]
[215, 4.54198432384e+11 Msun, 72088860366.7 Msun, 3.82109572017e+11 Msun, 0]
[216, 6.22964132536e+11 Msun, 77784291086.2 Msun, 5.45179841449e+11 Msun, 0]
[217, 5.37352104244e+11 Msun, 54855029253.4 Msun, 4.82497074991e+11 Msun, 0]
[218, 3.55040721517e+11 Msun, 40646769856.8 Msun, 3.1439395166e+11 Msun, 0]
[219, 4.34206169005e+11 Msun, 36895131193.4 Msun, 3.97311037812e+11 Msun, 0]
[220, 7.11290232017e+11 Msun, 1.36398434696e+11 Msun, 5.74891797321e+11 Msun, 0]
[221, 5.08463058123e+11 Msun, 37908594210.3 Msun, 4.70554463913e+11 Msun, 0]
[222, 3.48036394005e+11 Msun, 48843908140.3 Msun, 2.99192485865e+11 Msun, 0]
[223, 7.17264947991e+11 Msun, 60838015954.7 Msun, 6.56426932037e+11 Msun, 0]
[224, 3.9197176317e+11 Msun, 63067321433.5 Msun, 3.28904441736e+11 Msun, 0]
[225, 3.40013063032e+11 Msun, 54467347596.2 Msun, 2.85545715436e+11 Msun, 0]
[226, 4.6417530235e+11 Msun, 56499628769.2 Msun, 4.07675673581e+11 Msun, 0]
[227, 1.95294188614e+12 Msun, 2.14446979818e+11 Msun, 1.73849490632e+12 Msun, 0]
[228, 4.40994749542e+11 Msun, 50280370537.1 Msun, 3.90714379005e+11 Msun, 0]
[229, 4.36663334564e+11 Msun, 40043272470.2 Msun, 3.96620062094e+11 Msun, 0]
[230, 2.8239682269e+11 Msun, 13607268414.3 Msun, 2.68789554276e+11 Msun, 0]
[231, 4.44244022624e+11 Msun, 69753010765.7 Msun, 3.74491011858e+11 Msun, 123032367]
[232, 5.75679890534e+11 Msun, 86469082237.0 Msun, 4.89210808297e+11 Msun, 0]
[233, 4.02458155291e+11 Msun, 52478954158.0 Msun, 3.49979201133e+11 Msun, 0]
[234, 5.28068396832e+11 Msun, 54750030047.7 Msun, 4.73318366784e+11 Msun, 0]
[235, 4.25967121747e+11 Msun, 27965108217.7 Msun, 3.9800201353e+11 Msun, 0]
[236, 3.4118494053e+11 Msun, 47520260408.4 Msun, 2.93664680122e+11 Msun, 0]
[237, 4.49696911528e+11 Msun, 35802456485.5 Msun, 4.13894455042e+11 Msun, 0]
[238, 3.80852520633e+11 Msun, 27763928768.8 Msun, 3.53088591864e+11 Msun, 0]
[239, 2.98533655257e+11 Msun, 17306538058.1 Msun, 2.81227117199e+11 Msun, 0]
[240, 2.9222792234e+11 Msun, 18601538038.5 Msun, 2.73626384302e+11 Msun, 0]
[241, 3.56895667841e+11 Msun, 32137080412.7 Msun, 3.24758587429e+11 Msun, 0]
[242, 3.35231236436e+11 Msun, 28438017674.0 Msun, 3.06793218762e+11 Msun, 0]
[243, 5.43080252924e+11 Msun, 91873109113.1 Msun, 4.51207143811e+11 Msun, 0]
[244, 4.79886396456e+11 Msun, 36279985542.6 Msun, 4.43606410913e+11 Msun, 0]
[245, 5.23815194753e+11 Msun, 41514143635.0 Msun, 4.82301051118e+11 Msun, 0]
[246, 4.47744021378e+11 Msun, 45596153540.4 Msun, 4.02147867837e+11 Msun, 0]
[247, 6.48501399407e+11 Msun, 1.08158387984e+11 Msun, 5.40343011424e+11 Msun, 0]
[248, 4.91463992793e+11 Msun, 52003436187.1 Msun, 4.39460556606e+11 Msun, 0]
[249, 4.09724160641e+11 Msun, 35215321520.7 Msun, 3.7450883912e+11 Msun, 0]
[250, 4.80800061303e+11 Msun, 62759751953.5 Msun, 4.1804030935e+11 Msun, 0]
[251, 1.06048458827e+12 Msun, 1.71198839293e+11 Msun, 8.8928574898e+11 Msun, 0]
[252, 4.0541190284e+11 Msun, 35739893745.7 Msun, 3.69672009094e+11 Msun, 0]
[253, 2.49297004793e+11 Msun, 30948677926.4 Msun, 2.18348326867e+11 Msun, 0]
[254, 3.58160548259e+11 Msun, 22346349343.2 Msun, 3.35814198916e+11 Msun, 0]
[255, 4.13401523575e+11 Msun, 41656587326.8 Msun, 3.71744936248e+11 Msun, 0]
[256, 2.39485107943e+11 Msun, 12481835172.5 Msun, 2.2700327277e+11 Msun, 25472499452]
[257, 1.2457496892e+12 Msun, 1.16004390375e+11 Msun, 1.12974529882e+12 Msun, 0]
[258, 4.88392270822e+11 Msun, 44785859908.7 Msun, 4.43606410913e+11 Msun, 0]
[259, 6.91030561644e+11 Msun, 68461439785.9 Msun, 6.22569121858e+11 Msun, 0]
[260, 2.33046980496e+11 Msun, 12625726475.1 Msun, 2.20421254021e+11 Msun, 0]
[261, 3.18258293989e+11 Msun, 25975565302.7 Msun, 2.92282728686e+11 Msun, 0]
[262, 4.24420365307e+11 Msun, 49220550469.2 Msun, 3.75199814838e+11 Msun, 0]
[263, 4.24943700539e+11 Msun, 47670958547.0 Msun, 3.77272741992e+11 Msun, 0]
[264, 3.69224442241e+11 Msun, 38938049069.0 Msun, 3.30286393172e+11 Msun, 0]
[265, 3.97581591538e+11 Msun, 59694465468.0 Msun, 3.37887126069e+11 Msun, 0]
[266, 2.66784264853e+11 Msun, 19414957833.0 Msun, 2.4736930702e+11 Msun, 0]
[267, 2.32362622745e+11 Msun, 16652250503.1 Msun, 2.15710372242e+11 Msun, 16211604718]
[268, 3.66069737878e+11 Msun, 37165296142.1 Msun, 3.28904441736e+11 Msun, 0]
[269, 3.00979101351e+11 Msun, 23897838459.8 Msun, 2.77081262891e+11 Msun, 0]
[270, 3.04831938349e+11 Msun, 29132626894.0 Msun, 2.75699311455e+11 Msun, 0]
[271, 2.62047267379e+11 Msun, 11223081769.5 Msun, 2.5082418561e+11 Msun, 0]
[272, 5.15871855536e+11 Msun, 58445930264.0 Msun, 4.57425925272e+11 Msun, 0]
[273, 4.82023344792e+11 Msun, 45326691058.2 Msun, 4.36696653734e+11 Msun, 0]
